code	product_name_fr	generic_name_fr	quantity	packaging	brands	categories	allergens	energy.kcal_value	fat_value	saturated.fat_value	sugars_value	proteins_value	salt_value	off.nutriscore_score	Sandwich
2000000133442	Master Cantal	Burger au cantal	1	NA	Burger King	Sandwichs, Hamburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036043	Chili Cheese Nuggets	NA	NA	NA	Burger King	Produits panés	NA	531	32	11	1,8	16	2,5	26	Non
2000000028596	Whopper	NA	273 g	Papier	Burger King	Sandwichs, Hamburgers	Céleri, Œufs, Gluten, Lait, Graines de sésame	624	35	9,4	12	28	2,5	28	Oui
2000000132285	Original Veggie King	Burger végétarien avec haché végétal	1 sandwich	Papier	Burger King	Sandwichs, Hamburgers végétariens	Œufs, Gluten, Lait, Moutarde, Soja, Anhydride sulfureux et sulfites	706	44	13	13	28	3,4	30	Oui
2000000031103	BBQ DIP Burger King	Sauce barbecue	25 ml	Plastique, Barquette	Burger King	en:groceries, Sauces, Sauces barbecue, Trempettes	NA	180	3,2	0,4	35,2	0,8	2,2	18	Non
2000000036046	Onion Rings (petite)	NA	89 g	Papier, Sachet	Burger King	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Surgelés, Aliments à base de plantes surgelés, Produits panés, Mélanges d'aliments à base de plantes surgelés, Rondelles d'oignon panées, Beignets d'oignons	NA	299	13,8	3,5	4,8	5	0,9	5	Non
2000000041830	Curry Mango Sauce	NA	25 g (23 ml)	Plastique, Barquette	Burger King	en:groceries, Sauces, Sauces au curry	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000116058	PETIT TEXAS BACON	NA	117.5 g	Boîte	Burger King	Sandwichs, Hamburgers, Hamburgers de fast food	Œufs, Gluten, Lait, Moutarde, Graines de sésame	382	21,3	7,2	5	18,5	1,6	16	Oui
2000000036026	Long Chicken	Sandwich chaud au poulet pané	212 g	Boîte, Carton	Burger King	Sandwichs, Hamburgers, Burger au poulet	Graines de sésame, Pain, Mayonnaise	557	31	3,2	4,9	22,4	2,9	NA	Oui
2000000036015	Big King	NA	210 g	Papier	Burger King	Sandwichs, Hamburgers	Lait	586	35	12,7	7	30,8	2,4	28	Oui
2000000041829	Double Whopper Cheese	NA	385 g	Papier	Burger King	Sandwichs, Cheeseburgers, Hamburgers	Céleri, Œufs, Gluten, Lait, Graines de sésame	256	16,4	5,4	3,8	13,9	0,8	11	Oui
2000000036031	Frites (moyenne)	NA	116 g	Carton	Burger King	Chips et frites, Frites	NA	266	11,1	3,6	0,2	3,3	0,7	7	Non
2000000031101	Ketchup Burger King	Ketchup	20 g	Plastique, Sachet	Burger King	en:groceries, Sauces, Sauces tomate, Ketchup	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000116063	DOUBLE CHEESE BACON XXL	NA	343 g	NA	Burger King	Sandwichs, Hamburgers, Hamburgers de fast food	Céleri, Gluten, Lait, Moutarde, Graines de sésame	274	16,1	7,67	3,44	17,7	1,4	16	Oui
2000000036057	Salade Delight	NA	NA	NA	Burger King	NA	NA	222	13	4,5	2,7	8	0,925	NA	Non
2000000036022	Bacon Cheeseburger	NA	NA	NA	Burger King	Sandwichs, Cheeseburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000116062	BUFFALO CHICKEN FRIES	NA	91 g	NA	Burger King	Chips et frites	Céleri, Gluten	268	15	1,8	0,2	16,2	2	13	Non
2000000116061	WRAP CHICKEN LOUISIANE	NA	266.4 g	NA	Burger King	Sandwichs, Wraps	Céleri, Œufs, Gluten, Lait, Moutarde	698	39,3	11,8	7,2	27,9	3,8	13	Oui
2000000116059	CROUSTY CHEESE	NA	108 g	NA	Burger King	NA	Gluten, Lait	395	27	0,4	0,8	13,3	2,8	NA	Non
2000000116057	CHICKEN LOUISIANE STEAKHOUSE	NA	304.4 g	NA	Burger King	Sandwichs, Hamburgers, Burger au poulet, Hamburgers de fast food	Céleri, Œufs, Gluten, Lait, Moutarde	825	47,2	12	10,8	36,7	5,2	13	Oui
2000000036037	King Wings (moyenne)	NA	NA	NA	Burger King	Viandes, Volailles, Poulets, Ailes de poulet	NA	382	23,6	7,1	0,9	37,5	3,4	14	Non
5410556197904	Huile de friture	NA	15l	NA	Burger King	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles	NA	828	92	28	0	0	0	14	Non
2000000036017	X-Tra Long Chili Cheese	NA	NA	NA	Burger King	Sandwichs, Cheeseburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036020	Double Chili Cheese Burger	NA	NA	NA	Burger King	Sandwichs, Cheeseburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036021	Chili Cheese Burger	NA	NA	NA	Burger King	Sandwichs, Cheeseburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000063556	King Deal Double BBQ Burger	NA	NA	NA	Burger King	Sandwiches, Hamburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036025	Whopper Junior	NA	141 g	NA	Burger King	Sandwichs, Hamburgers	NA	252	15,4	3	3,8	9,2	3	15	Oui
2000000036023	Cheeseburger	NA	115 g	NA	Burger King	Sandwichs, Cheeseburgers	NA	282	13,1	5,1	0,2	14,4	1,4	12	Oui
2000000036014	Double WHOPPER	NA	NA	NA	Burger King	Sandwichs, Hamburgers	NA	256	16,4	5,4	3,8	13,9	0,8	11	Oui
2000000036018	Double Steakhouse	NA	NA	NA	Burger King	NA	NA	297	20,1	8,6	3,2	15,5	1	NA	Non
2000000036032	Frites (grande)	NA	NA	NA	Burger King	Chips et frites, Frites	NA	251	10	3,8	0,2	3,4	0,9	7	Non
2000000036029	Chicken Nugget Burger	NA	NA	NA	Burger King	Sandwichs, Burger au poulet	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036019	Double Cheeseburger	NA	NA	NA	Burger King	Sandwichs, Cheeseburgers	NA	NA	NA	NA	NA	NA	NA	NA	Oui
2000000036051	Brownie chaud	NA	NA	NA	Burger King	Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Brownies	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036053	Donut	NA	NA	NA	Burger King	Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036041	King Nuggets (grande)	NA	NA	NA	Burger King	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036040	King Nuggets (moyenne)	NA	NA	NA	Burger King	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036039	King Nuggets (petite)	NA	NA	NA	Burger King	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036042	King Nuggets (très grande)	NA	NA	NA	Burger King	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036030	Frites (petite)	NA	NA	NA	Burger King	Chips et frites, Frites	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036038	King Wings (grande)	NA	NA	NA	Burger King	Viandes, Volailles, Poulets, Ailes de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036036	King Wings (ailes de poulet – petite)	NA	NA	NA	Burger King	Viandes, Volailles, Poulets, Ailes de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036048	X-Cream Sunday	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036028	Little Grilled Chicken	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036049	King Sunday	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036016	BIG KING XXL	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036052	Muffin	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036064	Croc-monsieur	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036063	Mini pancakes	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036062	Oeufs et bacon	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036061	Burger petit déjeuner	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036060	Country Burger (King menu)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036059	Country Burger	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036058	Frites aux pommes	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036056	Smoothie Glacé ou Frappé (grand)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036055	Smoothie Glacé ou Frappé (moyen)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036054	Smoothie Glacé ou Frappé (petit)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036050	Glace en cornet	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036047	King Shake (petit)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036045	Chili Cheese Nuggets (grande)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036044	Chili Cheese Nuggets (moyenne)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036035	Satisfries (grande)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036034	Satisfries (moyenne)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036033	Satisfries (petite)	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036027	Crispy Chicken	NA	NA	NA	Burger King	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000032854	Sauce Dips Smoky BBQ	Sauce pour nuggets saveur Smoky BBQ	25 g	Plastique, Barquette	KFC	en:groceries, Sauces, Sauces barbecue, Sauces à dips	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035279	i-Twist cheese	NA	119,3 g	Carton	KFC	Sandwichs, Wraps, Wraps-au-poulet	NA	284	13	2	2	13	1	-3	Oui
2000000010019	Frites Grandes salées	NA	140 g	Carton	KFC	Chips et frites, Frites	NA	NA	19	2	1	6	1	2	Non
2000000035292	Tower® Original	NA	259 g	Carton	KFC	Sandwichs, Sandwichs à la volaille, Sandwichs au poulet	NA	NA	20	3	10	33	4	2	Oui
2000000035312	Maxi Tenders® *	NA	200 g	Sachet	KFC	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Poulets panés, Fast food	NA	NA	17	2	0	37	3	3	Non
3760074792320	Les fruits by KFC	NA	80 g	Plastique, Sachet	KFC	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes, Pommes sucrées, Pommes gala	NA	53	0,16	0,04	11,3	0,31	0,01	-3	Non
2000000035352	Dips Sauce Creamy Curry	Sauce curry	23 g	Plastique	KFC	en:groceries, Sauces, Sauces au curry	Œufs	370	35	3	NA	NA	2	NA	Non
2000000002712	Pain Boule aux céréales Le Forester (Très bonne conservation)	Ketchup	10 g	Plastique	KFC	en:groceries, Sauces, Sauces tomate, Ketchup	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000116554	BOXMASTER® MAXX ORIGINAL	NA	376 g	Boîte, Carton	KFC	Sandwichs, Wraps	Œufs, Gluten, Lait, Moutarde	910	45	9	2	54	5	3	Oui
2000000000804	Mayonnaise	Mayonnaise allégée de 55% de matières grasses par rapport à une mayonnaise standard à 70% de matière grasse	10g	Sachet	KFC	en:groceries, Sauces, Mayonnaises	Œufs, Moutarde, Anhydride sulfureux et sulfites	NA	NA	NA	NA	NA	NA	NA	Non
2000000117000	BUCKET TENDERS®	NA	NA	NA	KFC	Viandes, Volailles, Produits panés	Céleri, Gluten, Lait, Soja, SO2	200	8	1	0,1	18	2	5	Non
2000000116999	TENDERS®	NA	5 filets de poulet	NA	KFC	Viandes, Volailles, Produits panés, Poulets, Volailles cuites, Poulets cuisinés	Céleri, Gluten, Lait, Soja, SO2	200	8	1	0,1	18	2	5	Non
2000000116580	SALADE CAESAR PARMIGIANO VEGGIE	NA	227,1 g	NA	KFC	Plats préparés, en:salads, Salades composées, Salades caesar	Lait	268	10	6	7	25	2	-3	Non
2000000116560	DOUBLE KRUNCH BBQ	NA	205.6 g	NA	KFC	Sandwichs, Burger au poulet	NA	436	13	1	12	23	3	3	Oui
2000000116561	ITWIST® CHEESE	NA	119.4 g	NA	KFC	Sandwichs, Wraps	NA	284	13	2	2	13	1	-3	Oui
2000000116559	KRUNCHY®	NA	102.5 g	NA	KFC	Sandwichs, Burger au poulet	NA	283	13	2	4	13	1	1	Oui
2000000116558	COLONEL® ORIGINAL BACON	NA	236 g	NA	KFC	Sandwichs, Burger au poulet	NA	623	31	9	8	33	4	13	Oui
2000000116557	COLONEL® ORIGINAL	NA	231.2 g	NA	KFC	Sandwichs, Burger au poulet	NA	587	29	7	8	31	4	12	Oui
2000000116556	BOXMASTER® ORIGINAL	NA	274.6 g	NA	KFC	Sandwichs, Wraps	Œufs, Gluten, Lait, Moutarde	656	29	8	1	36	4	3	Oui
2000000116555	TOWER® ORIGINAL	NA	258.7 g	NA	KFC	Sandwichs, Burger au poulet	Œufs, Gluten, Lait, Moutarde, Graines de sésame	600	20	3	10	33	4	2	Oui
2000000116553	DOUBLE STACKER®	NA	344.4 g	NA	KFC	Sandwichs, Burger au poulet	Œufs, Gluten, Lait, Moutarde, Graines de sésame	768	36	9	8	53	5	5	Oui
2000000035354	Sweet Imperial	NA	NA	NA	KFC	NA	NA	NA	0	1	NA	1	0	NA	Non
2000000035351	Sauce 2HOT4U®	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000036816	Cream & Onion	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035321	Tenders® 5	NA	NA	NA	KFC	Viandes, Volailles, Poulets	NA	NA	17	2	0	37	3	3	Non
2000000035340	Sundae saveur choc noisette	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035319	Tenders® 2	NA	NA	NA	KFC	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035358	Salade - Caesar	NA	NA	NA	KFC	NA	Lait, Moutarde	1018	24	2,3	3,3	1	2,7	NA	Non
2000000035345	Muffin aux myrtilles	NA	NA	NA	KFC	Biscuits et gâteaux, Gâteaux, Muffins, Muffins aux fruits, Muffins aux myrtilles	NA	NA	NA	NA	NA	NA	NA	NA	Non
3181580277123	Pomme Gala	NA	NA	NA	KFC	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes, Pommes sucrées, Pommes gala	Lait	53	0,16	0,04	11,3	0,31	0,01	-3	Non
2000000035344	Tiramisu	NA	NA	NA	KFC	Produits laitiers, Desserts, Biscuits et gâteaux, Desserts lactés, Pâtisseries, Tiramisu	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035286	Krunchy sauce burger	NA	NA	NA	KFC	en:groceries, Sauces	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035305	Duo Tenders® *	NA	12	NA	KFC	NA	NA	NA	8	NA	NA	18	2	NA	Non
2000000035324	Wings Hot 9	NA	NA	NA	KFC	Plats préparés, Produits à la viande, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Fast food	NA	NA	57	16	0	39	4	15	Non
2000000035294	Boxmaster® OR	NA	NA	NA	KFC	Fast food	NA	NA	29	8	1	36	4	3	Non
2000000035314	Big Mix *	NA	NA	NA	KFC	Fast food	NA	NA	72	16	0	87	8	12	Non
2000000035300	Double Stacker Cheese & Bacon	NA	NA	NA	KFC	Sandwichs, Hamburgers	NA	NA	62	14	7	74	7	12	Oui
2000000035302	Double Stacker Zinger	NA	NA	NA	KFC	Sandwichs, Hamburgers	NA	NA	42	9	12	47	5	9	Oui
2000000035288	Twister® Tenders	NA	NA	NA	KFC	Sandwichs, Hamburgers	NA	NA	20	3	1	15	1	2	Oui
2000000035291	Brazer®	NA	NA	NA	KFC	NA	NA	NA	17	4	7	26	2	NA	Non
8711577130909	Tiramisu KFC	NA	NA	NA	KFC	NA	NA	274	NA	15,9	14,9	2,4	0,07	NA	Non
2000000035295	Boxmaster® Zinger	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035326	Wings Original 9	NA	NA	NA	KFC	Viandes, Volailles, Poulets, Volailles cuites, Poulets cuisinés, Manchons de poulet	NA	NA	17	3	1	19	2	11	Non
2000000035290	The B.O.S.S® Bacon	NA	NA	NA	KFC	Sandwichs, Hamburgers	NA	259	13	4	2	15	2	11	Oui
2000000035281	i-Twist 2hot4u	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035357	Salade - Balsamique	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035356	Salade - Nature (allégée)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035355	Original Recipe	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035353	Moutarde	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035350	Kream Ball® façon Tarte citron meringué	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035349	Kream Ball® caramel	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035348	Kream Ball® saveur chocolat noisette	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035347	Kream Ball® Fraise	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035346	P'tit Flan	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035343	Moelleux chocolat	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035342	Sundae Fraise	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035341	Sundae caramel	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035339	Andros Pocket	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035338	P'tit Yaourt Fraise	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035337	Sundae nature	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035336	Cookie cuit au chocolat au lait	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035335	Petite salade (sans sauce)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035334	Frites normales salées	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035333	Frites petites salées	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035332	Cobette®	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035331	4 Tomates cerises	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035330	Pilons 2	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035329	Fish 2	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035328	Pièces Hot 2	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035327	Pièces OR 2	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035325	Wings Original 3	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035323	Wings Hot 6	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035322	Wings Hot 3	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035320	Tenders® 4	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035318	Bucket Super Pilons & Tenders 2	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035317	Bucket Super Pilons & Tenders 1	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035316	Big Mix + Pièces OR *	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035315	Big Mix + Pièces Hot *	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035313	Maxi Wings Hot *	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035311	Duo Mix* + Pièces OR (Pièces et Tenders® )	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035310	Duo Mix* + Pièces OR (Pièces et Wings Hot)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035309	Duo Mix* + Pièces Hot (Pièces et Tenders® )	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035308	Duo Mix* + Pièces Hot (Pièces et Wings Hot)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035307	Duo Mix	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035306	Duo Wings Hot	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035304	Salade Chèvre Noix Tenders® (sans sauce)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035303	Salade Caesar Poulet cuit au four (sans sauce)	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035299	Boxmaster® Maxx Zinger	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035298	Boxmaster® Maxx OR	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035297	Boxmaster® Legend	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035296	Boxmaster® Fish	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035293	Tower® Zinger	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035287	Original Krunch	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000035289	Twister® Poulet cuit au four	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000010020	Sundae Saveur Chocolat-Noisettes	NA	NA	NA	KFC	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000003271	Frite moyenne	Pomme de terre frites	110 g	Carton	Quick	Chips et frites, Frites	NA	304	14,1	2,3	0	3,7	0,1	3	Non
2000000024717	Sauce Barbecue	Sauce Barbecue	25 g	Plastique, Pot, Sous atmosphère protectrice	Quick	en:groceries, Condiments, Sauces, Sauces barbecue	NA	NA	0,1	0	6,3	0,2	0,3	11	Non
2000000024269	Long Bacon	Pain aux céréales accompagné de deux steaks hachés, de bacon, fromage, condiments	199 g	Boîte, Carton	Quick	Sandwichs, Hamburgers	Œufs, Gluten, Lait, Soja	NA	38,3	15,5	5,2	31,7	2,8	16	Oui
2000000024270	Long Chicken	Pain aux céréales accompagné d'une préparation de poulet panée, salade, fromage fondu	212 g	Boîte, Carton	Quick	Sandwichs, Hamburgers	Œufs, Gluten, Lait, Moutarde, Anhydride sulfureux et sulfites	NA	30,2	6,2	4,9	23,4	2,7	5	Oui
2000000024713	Frites Moyenne Les Rustiques	Pomme de terre frites façon rustique	133 g	Carton, Barquette	Quick	Chips et frites, Frites	Gluten	NA	10,9	1	1	4,1	1,6	6	Non
2000000024716	Chicken Dips	Bâtonnets de poulet pané	72 g (x 4)	Papier, Sachet	Quick	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Poulets panés	Gluten, Moutarde	NA	7,2	0,8	0,1	10,6	0,6	1	Non
2000000002735	Tomato Ketchup	Ketchup	20 g	Plastique	Quick	en:groceries, Sauces, Sauces tomate, Ketchup	NA	23	0,1	0	4,1	0,4	0,7	15	Non
2000000025599	Giant	NA	172 g	Boîte, Carton	Quick	Sandwichs, Hamburgers	Œufs, Gluten, Lait, Soja, Anhydride sulfureux et sulfites	NA	37,4	11,9	4,8	25	1,5	12	Oui
2000000029570	Quick N'Toast Cheese	NA	228 g	Carton, Barquette	Quick	Sandwichs, Hamburgers	Œufs, Gluten, Lait	543	27,8	13,3	3	34,4	1,6	5	Oui
2000000031100	Ketchup Quick	Quick	20g	Plastique, Sachet	Quick	en:groceries, Sauces, Sauces tomate, Ketchup	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000049556	La Petite Salade	Mélange de crudités	75 g	Plastique, Carton	Quick	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, en:salads, Salades composées, Plats préparés d'origine végétale, Crudités, Fastfood, Mélanges de crudités	NA	NA	0,2	0	0,2	0,8	0,1	0	Non
2000000024907	YouBurger Sauce Béarnaise	Hamburger à base de pain aux graines de sésame accompagné d'un steak haché, salade, fromage et sauce Béarnaise	221 g	Carton, Barquette	Quick	Sandwichs, Hamburgers	Œufs, Gluten, Lait, Moutarde, Anhydride sulfureux et sulfites	NA	31,4	9,1	4,9	33,2	1,9	5	Oui
2000000050834	Chicken Dips (*7)	NA	126 g	Papier, Sachet	Quick	Viandes, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet, Fast Food	Gluten, Moutarde	NA	12,6	1,3	0,2	18,5	1,1	0	Non
2000000024531	Quick N'Toast steak haché bacon fromage	Hamburger à base de pain de mie toasté accompagné d'un steak haché, tomate, bacon, fromage et sauce poivrée	227 g	Carton, Barquette	Quick	Sandwichs, Hamburgers, Fastfood	Œufs, Gluten, Lait, Moutarde, Soja, Anhydride sulfureux et sulfites	NA	37	13,8	4,9	35,4	2,7	14	Oui
